Cody Fajardo,45,636,3482,5.5,44,0
Kevin Jones,37,616,3475,5.6,35,1
Trinity Dawson,47,674,3474,5.2,30,0
Quentin Griffin,38,658,3471,5.3,40,1
Howard Jackson,44,667,3466,5.2,25,0
Tashard Choice,40,697,3465,5.0,28,1
Charles Sims,48,592,3465,5.9,40,1
Chuba Hubbard,33,585,3459,5.9,33,1
Harvey Unga,40,696,3455,5.0,36,0
Andre Ellington,49,621,3436,5.5,33,1
Doug Martin,50,616,3435,5.6,43,1
Xavier Jones,50,660,3434,5.2,45,0
Dwone Hicks,32,561,3432,6.1,50,0
Walter Reyes,44,625,3424,5.5,45,0
Ronnie Rivers,52,680,3417,5.0,40,0
Wayne Gallman,42,675,3416,5.1,34,1
John Clay,37,629,3413,5.4,41,0
Deandre Washington,47,605,3411,5.6,23,0
Tatum Bell,40,634,3410,5.4,34,1
Michael Carter,44,514,3404,6.6,22,1
Roy Helu Jr.,48,578,3404,5.9,28,0
Jawon Chisholm,46,701,3403,4.9,26,0
Calvin Dawson,44,664,3388,5.1,30,0
Chris Wells,36,585,3382,5.8,30,0
Alex Haynes,40,734,3364,4.6,27,0
Daniel Porter,48,614,3352,5.5,28,0
Le'Veon Bell,40,671,3346,5.0,33,0
P.J. Daniels,41,707,3346,4.7,23,1
Kory Sheets,50,664,3341,5.0,48,0
Anthony Wales,44,490,3337,6.8,43,0
David Fluellen,43,561,3336,5.9,28,0
Alonzo Harris,48,704,3330,4.7,44,0
Rex Burkhead,44,635,3329,5.2,30,1
Jamaal Charles,38,533,3328,6.2,36,1
Jamauri Bogan,46,622,3327,5.3,43,0
Kenneth Darby,46,702,3324,4.7,11,1
T.J. Yeldon,39,576,3322,5.8,37,1
Ben Tate,44,678,3321,4.9,24,1
Tony Hunt,45,654,3320,5.1,25,1
Trent Steelman,46,772,3320,4.3,45,0
Alexander Robinson,44,704,3317,4.7,27,0
Braxton Miller,50,600,3315,5.5,33,0
Robert Turbin,38,565,3315,5.9,40,1
Dalyn Dawkins,46,589,3300,5.6,14,0
Cyrus Gray,49,632,3298,5.2,30,1
Ke'Shawn Vaughn,46,572,3296,5.8,30,0
Isaiah Pead,43,545,3288,6.0,27,1
Todd Gurley,30,510,3285,6.4,36,1
Ryan Mathews,31,534,3280,6.1,39,1
Marion Barber III,38,575,3276,5.7,35,1
Jalen Hurts,56,614,3274,5.3,43,0
Ray Graham,45,595,3271,5.5,32,0
Elijah Mitchell,42,527,3267,6.2,41,1
J.T. Barrett,50,656,3263,5.0,43,0
J.J. Taylor,40,587,3263,5.6,18,0
Mark Ingram,39,572,3261,5.7,42,1
Darius Walker,36,693,3249,4.7,23,0
Ronnie Hillman,26,573,3243,5.7,36,1
Taurean Henderson,51,587,3241,5.5,50,0
Kasey Carrier,39,609,3233,5.3,26,0
Ben LeMay,41,596,3232,5.4,22,0
Marshawn Lynch,35,490,3230,6.6,29,1
Deandre Torrey,44,609,3227,5.3,36,0
Jonathan Dwyer,40,517,3226,6.2,35,1
Jerious Norwood,46,573,3222,5.6,15,1
Curtis Brown,48,641,3221,5.0,31,0
Tevin Coleman,33,452,3219,7.1,28,1
Kevin Parks,48,728,3219,4.4,29,0
Justin Forsett,43,566,3217,5.7,26,1
Jeremy McNichols,34,571,3205,5.6,44,1
Jeffery Wilson,41,561,3204,5.7,32,0
Demario Richard,47,647,3202,4.9,26,0
Josh Adams,37,480,3201,6.7,20,0
Zack Abron,44,692,3198,4.6,40,0
Larry Dixon,44,528,3198,6.1,26,0
Carlos Hyde,38,523,3198,6.1,37,1
Xazavian Valladay,39,607,3195,5.3,18,0
Wali Lundy,49,742,3193,4.3,43,1
Terry Caulley,36,570,3187,5.6,31,0
Jordan Todman,36,616,3179,5.2,31,1
Kennedy Brooks,36,457,3174,6.9,28,0
Albert Young,37,660,3173,4.8,23,0
Reggie Bush,39,433,3169,7.3,25,1
Travon McMillian,51,650,3167,4.9,23,0
Lendale White,38,541,3159,5.8,52,0
Dewhitt Betterson,35,601,3158,5.3,23,0
Mike Bell,45,679,3157,4.6,17,0
Teriyon Gipson,42,480,3148,6.6,32,0
Zac Stacy,45,581,3143,5.4,30,1
Trayion Durham,49,771,3140,4.1,27,0
James Starks,36,698,3140,4.5,34,1
Trent Richardson,38,540,3130,5.8,35,1
Vince Young,37,457,3127,6.8,37,0
Jordan Chunn,49,679,3124,4.6,47,0
Chris Douglas,45,695,3122,4.5,21,0
Jalen Parmele,42,589,3119,5.3,28,1
P.J. Pope,46,595,3116,5.2,33,0
Ryan Moats,33,499,3112,6.2,28,1
Ty Chandler,57,594,3109,5.2,26,0
Marteze Waller,44,618,3108,5.0,24,0
Delone Carter,41,646,3104,4.8,24,1
Diocemy Saint Juste,49,570,3102,5.4,13,0
Bryce Beall,48,553,3098,5.6,39,0
Bobby Purify,45,617,3096,5.0,20,0
Warren Wand,49,594,3093,5.2,22,0
Corey Clement,39,576,3092,5.4,36,0
Joseph Randle,39,564,3085,5.5,40,1
Tanardo Sharps,33,662,3085,4.7,19,0
Derrius Guice,35,471,3074,6.5,29,1
Shai Werts,50,708,3074,4.3,34,0
Lonta Hobbs,39,614,3071,5.0,38,0
Damien Harris,54,477,3070,6.4,23,1
Alex Gardner,45,685,3063,4.5,22,0
Charles Pierre,49,682,3058,4.5,23,0
Toa Taua,46,627,3058,4.9,21,0
Nick Wilson,38,552,3045,5.5,33,0
Antonio Warren,42,603,3040,5.0,12,0
Michael Dyer,41,578,3039,5.3,22,0
Keylon Kincade,39,754,3038,4.0,12,0
Anthony Allen,51,546,3036,5.6,33,1
Wesley Fields,47,567,3035,5.4,24,0
Kevin Marks,44,627,3035,4.8,33,0
Ahmad Bradshaw,33,557,3020,5.4,27,1
Luke Lippincott,37,512,3014,5.9,34,0
Jacobi Owens,37,552,3009,5.5,17,0
Marcus Williams Jr.,54,594,3008,5.1,22,0
Mohamed Ibrahim,28,547,3003,5.5,33,0
Rafael Little,39,580,2996,5.2,16,0
John Hubert,46,599,2993,5.0,28,0
Isaiah Spiller,35,541,2993,5.5,25,0
Beau Blankenship,38,613,2987,4.9,24,0
Chandler Harnish,47,538,2983,5.5,24,0
Ahmad Bradshaw,33,558,2982,5.3,31,1
Chris Johnson,47,624,2982,4.8,32,1
Kenneth Farrow,48,560,2980,5.3,34,0
Tre Mason,38,516,2979,5.8,32,1
Taylor Martinez,43,585,2975,5.1,31,0
Andre Callender,48,644,2967,4.6,17,0
Michael Gordon,41,445,2967,6.7,32,0
Jeremy Langford,36,577,2967,5.1,40,1
Arian Foster,47,650,2964,4.6,23,0
Devin Moore,44,553,2963,5.4,15,0
Silas Redd,43,569,2959,5.2,19,0
Travis Dye,47,503,2958,5.9,20,0
Nic Grigsby,45,572,2957,5.2,28,0
Felix Jones,38,386,2956,7.7,20,1
Adam Muema,32,535,2955,5.5,34,0
Orleans Darkwa,46,663,2953,4.5,39,0
Robert Lowe,34,524,2951,5.6,28,0
Dontrell Hilliard,47,558,2948,5.3,30,0
Dan Lefevour,53,671,2948,4.4,47,0
Tim Tebow,55,692,2947,4.3,57,0
Trey Sermon,44,455,2946,6.5,26,1
Antonio Pittman,35,557,2945,5.3,22,1
Frank Goodin,47,648,2943,4.5,25,0
Kevin Mensah,47,681,2933,4.3,19,0
Jeremy Avery,51,518,2931,5.7,29,0
David Montgomery,37,624,2925,4.7,26,1
Chris Brown,45,627,2923,4.7,42,1
Jermar Jefferson,27,514,2923,5.7,27,1
CJ Verdell,37,541,2920,5.4,26,0
Khalil Herbert,46,475,2918,6.1,22,1
Michael Warren II,38,559,2918,5.2,34,0
Chad Spann,44,536,2916,5.4,49,0
Joel Bouagnon,43,600,2912,4.9,31,0
Caleb Huntley,33,576,2902,5.0,21,0
Kyle Eckel,36,616,2900,4.7,25,0
Chester Taylor,22,518,2900,5.6,38,1
Joffrey Reynolds,33,633,2897,4.6,23,0
David Cobb,30,563,2896,5.1,20,1
Jonathan Stewart,36,516,2891,5.6,27,1
Leddie Brown,43,620,2888,4.7,27,0
Anthony Sherrell,32,635,2888,4.5,26,0
D'Andre Swift,43,440,2885,6.6,20,0
Darrynton Evans,39,482,2884,6.0,25,1
Patrick Taylor Jr.,44,536,2884,5.4,36,0
Raymond Maples,47,483,2878,6.0,10,0
Cam Akers,36,586,2875,4.9,27,1
Dan Herron,40,593,2872,4.8,32,1
Akrum Wadley,39,536,2872,5.4,28,0
Eno Benjamin,34,576,2867,5.0,27,1
Ontario Sneed,47,598,2863,4.8,26,0
Darius Marshall,34,574,2861,5.0,19,0
Dion Lewis,25,544,2860,5.3,30,1
Qadree Ollison,49,529,2859,5.4,29,1
Matt Dayes,45,550,2856,5.2,34,0
LJ Scott,43,610,2855,4.7,25,0
Brenden Knox,29,550,2852,5.2,24,0
Daniel Thomas,25,545,2850,5.2,30,1
Bobby Hendry,34,603,2847,4.7,32,0
Jalen Hurd,45,637,2844,4.5,23,0
Michael Desormeaux,39,443,2843,6.4,16,0
Fred Coppet,48,537,2834,5.3,19,0
Shane Vereen,38,556,2834,5.1,29,1
Dominique Dorsey,44,519,2833,5.5,14,0
Terrence Whitehead,43,611,2832,4.6,18,0
Alexander Mattison,38,581,2829,4.9,33,1
Patrick Jackson,47,603,2824,4.7,29,0
Ell Roberson,40,604,2818,4.7,40,0
LeSean McCoy,25,584,2816,4.8,35,1
Taysom Hill,37,534,2815,5.3,32,0
Ryquell Armstead,46,573,2812,4.9,34,1
Josh Nesbitt,44,669,2810,4.2,35,0
Kenneth Walker III,32,481,2804,5.8,35,0
Tyler Ervin,43,528,2803,5.3,19,1
Jerome Harrison,22,482,2800,5.8,25,1
Hugh Charles,45,551,2795,5.1,16,0
Shawn Southward,50,542,2793,5.2,33,0
Christine Michael,40,529,2791,5.3,34,1
Chris Brown,23,493,2787,5.7,35,1
Larry Johnson,36,417,2782,6.7,25,1
D.J. Harper,53,547,2779,5.1,39,0
Branden Ore,38,617,2776,4.5,31,0
Brian Leonard,47,678,2775,4.1,32,1
D'Onta Foreman,27,431,2774,6.4,20,0
Joe Webb,37,516,2774,5.4,24,0
Devontae Booker,23,560,2773,5.0,21,1
Henry Josey,37,395,2771,7.0,30,0
Robert Merrill,34,567,2771,4.9,20,0
Brian Calhoun,37,619,2760,4.5,27,1
Fred Russell,34,523,2760,5.3,17,0
Clark Green,47,641,2754,4.3,13,0
Eugene Gross,46,676,2753,4.1,41,0
Tyler Badie,46,513,2748,5.4,23,0
Cory Ross,41,597,2743,4.6,17,0
Knowshon Moreno,26,498,2734,5.5,30,1
Chris Markey,47,579,2733,4.7,9,0
Andre Hall,23,480,2731,5.7,24,0
Antoineo Harris,32,637,2728,4.3,21,0
Jhurell Pressley,49,394,2725,6.9,35,0
Keith Toston,48,473,2725,5.8,27,0
William Green,21,452,2723,6.0,29,1
Keaontay Ingram,42,495,2722,5.5,16,0
Tyler Allgeier,38,425,2712,6.4,33,0
Courtney Lewis,39,517,2711,5.2,30,0
Ronnie Brown,46,513,2707,5.3,28,1
Deonte Jackson,49,601,2700,4.5,16,0
Cameron Marshall,49,579,2700,4.7,38,0
Juwan Washington,43,531,2699,5.1,25,0
De'Leon Eskridge,48,658,2695,4.1,28,0
Franklin Wallace,42,513,2694,5.3,29,0
C.J. Marable,37,491,2691,5.5,29,0
Charles Ross,51,487,2689,5.5,34,0
Dwayne Wright,28,502,2685,5.3,17,1
Emmett White,22,492,2683,5.5,26,0
Tre Harbison,39,571,2682,4.7,20,0
Lyle McCombs,35,677,2681,4.0,18,0
Malcolm Brown,43,630,2678,4.3,24,0
Marcus Lattimore,29,555,2677,4.8,38,1
Mike Weber,38,455,2676,5.9,24,1
Tyrone Owens,45,485,2675,5.5,20,0
Storm Woods,44,539,2674,5.0,25,0
Wynel Seldon,46,636,2672,4.2,22,0
Damien Anderson,19,465,2671,5.7,30,0
Xavier Johnson,44,459,2670,5.8,24,0
Jahvid Best,31,364,2668,7.3,29,1
Jay Finley,44,477,2663,5.6,22,1
David Wilson,39,462,2662,5.8,18,1
Vernand Morency,29,451,2661,5.9,23,1
Fred Talley,33,498,2661,5.3,11,0
David Mikell,47,518,2660,5.1,32,0
Izzy Matthews,46,548,2659,4.9,30,0
Anthone Taylor,33,554,2656,4.8,18,0
Ricky Dobbs,33,687,2654,3.9,49,0
Eric Richardson,45,567,2654,4.7,26,0
Rushel Shell,47,591,2651,4.5,24,0
Matt Brown,45,466,2647,5.7,22,0
Thomas Brown,40,529,2646,5.0,23,1
Julius Jones,33,559,2643,4.7,23,1
Dujuan Harris,50,540,2635,4.9,27,0
Keegan Herring,46,511,2635,5.2,20,0
Ty Johnson,43,348,2635,7.6,17,1
Cedric Houston,39,501,2634,5.3,17,1
Nathan Rourke,39,425,2634,6.2,49,0
Christopher Rodriguez Jr.,31,397,2632,6.6,26,0
Lee Suggs,26,491,2631,5.4,51,1
Demarco McCleskey,34,615,2626,4.3,26,0
J.J. Arrington,25,396,2625,6.6,20,1
Jason Wright,34,489,2625,5.4,32,0
Lennon Creer,43,518,2623,5.1,24,0
Derrick Locke,39,518,2618,5.1,22,0
I'Tavius Mathers,47,421,2618,6.2,24,0
Greg McCrae,43,405,2617,6.5,29,0
Alex Barnes,35,458,2616,5.7,25,0
Karan Higdon,39,471,2616,5.6,27,0
Marcus Thomas,41,569,2615,4.6,26,1
Alonzo Smith,46,572,2613,4.6,19,0
Jordan Parker,45,547,2611,4.8,17,0
Johnathan Gray,45,577,2610,4.5,17,0
Chad Hall,36,451,2606,5.8,21,0
Brandon Bolden,48,486,2604,5.4,27,0
Matthew Tucker,51,494,2602,5.3,33,0
Shaq Vann,44,520,2602,5.0,23,0
Mark Weisman,36,599,2602,4.3,32,0
Stevie Hicks Jr.,40,649,2601,4.0,11,0
Jahad Thomas,46,563,2599,4.6,30,0
Aaron Brown,41,487,2596,5.3,20,1
Anthony Alridge,38,363,2595,7.1,22,0
Markell Jones,46,542,2594,4.8,20,0
Terrance Ganaway,50,473,2592,5.5,34,1
T.J. Duckett,22,476,2589,5.4,17,1
Dajuane Collins,44,451,2588,5.7,29,0
Josh Ferguson,46,505,2586,5.1,18,0
Onterio McCalebb,50,406,2586,6.4,24,0
L.V. Whitworth,46,590,2583,4.4,17,0
Elijah Hood,33,430,2580,6.0,29,1
Joseph Addai,50,490,2576,5.3,18,1
Jon Hilliman,53,695,2575,3.7,32,0
Jammal Lord,38,516,2573,5.0,24,0
Shadrach Thornton,36,513,2572,5.0,19,0
Shaun Carney,46,652,2561,3.9,31,0
Moe Neal,48,485,2560,5.3,15,0
John White,24,534,2560,4.8,23,0
Mikel Leshoure,31,424,2557,6.0,23,1
Aeris Williams,48,498,2557,5.1,16,0
Juice Williams,48,637,2557,4.0,18,0
Malik Cunningham,45,493,2556,5.2,37,0
Tyler Nevens,45,552,2556,4.6,18,0
Mataeo Durant,42,490,2554,5.2,18,0
Ladarius Perkins,50,530,2554,4.8,15,0
Tony Temple,36,466,2552,5.5,22,0
Tyler Goodson,34,533,2551,4.8,18,0
Matt Colburn,47,542,2550,4.7,15,0
Pierre Thomas,38,453,2545,5.6,20,0
Shaun Wick,49,516,2545,4.9,21,0
Jonathan Ward,42,473,2544,5.4,28,0
Brandon Ross,43,486,2543,5.2,19,0
Stevie Scott,31,562,2543,4.5,30,0
Andre Brown,42,523,2539,4.9,22,1
Rashard Mendenhall,35,388,2539,6.5,22,1
Kylin Hill,40,452,2535,5.6,16,1
Greg Jones,40,480,2535,5.3,23,1
Matt Jones,46,382,2535,6.6,24,1
Ja'Terian Douglas,51,405,2533,6.3,16,0
Aaron Green,44,469,2531,5.4,22,0
Tarence Williams,33,565,2531,4.5,22,0
Clarence Farmer,33,521,2530,4.9,19,0
Noah Herron,42,462,2524,5.5,26,1
Braeden West,48,476,2523,5.3,16,0
Dennis Kennedy,44,556,2522,4.5,27,0
Dak Prescott,49,536,2521,4.7,41,0
Kerwynn Williams,49,382,2515,6.6,22,1
Boom Williams,33,367,2513,6.8,18,0
Shaud Williams,38,465,2511,5.4,21,0
Michael Bush,36,435,2508,5.8,39,1
Quinton Smith,39,427,2505,5.9,17,0
Maurice Drew,36,481,2503,5.2,26,0
Isi Sofele,48,478,2502,5.2,15,0
Baron Batch,43,467,2501,5.4,27,1
Lamar Jordan,46,458,2501,5.5,17,0
Tyler Gaffney,47,486,2500,5.1,33,1
Kerryon Johnson,36,519,2494,4.8,32,1
Lance Ball,38,549,2487,4.5,26,0
Kevin Ellison,34,425,2486,5.8,27,0
Collin Klein,41,601,2485,4.1,56,0
Lamical Perine,50,493,2485,5.0,22,0
Julian Edelman,31,502,2483,4.9,22,0
Uril Parrish,45,544,2482,4.6,25,0
Giovani Bernard,23,423,2481,5.9,25,1
Louis Rankin,39,488,2480,5.1,11,0
T.A. McLendon,32,542,2479,4.6,33,0
Gartrell Johnson III,28,472,2471,5.2,18,0
Jeff Demps,49,367,2470,6.7,23,0
Zurlon Tipton,33,461,2468,5.4,34,0
Justin Davis,43,461,2465,5.3,19,0
Chris Rainey,51,396,2464,6.2,13,1
Shaun Wilson,49,475,2463,5.2,18,0
Wendell Smallwood,38,425,2462,5.8,12,1
Curtis Steele,23,416,2462,5.9,22,0
Quincy Wilson,32,447,2462,5.5,19,1
Damien Rhodes,39,545,2461,4.5,24,0
Josh Harris,42,599,2459,4.1,43,0
Adrian Killins,51,407,2459,6.0,25,0
Marquise Williams,46,491,2458,5.0,35,0
Chris Nwoke,42,491,2455,5.0,14,0
Mark Bonds,42,577,2453,4.3,19,0
Brynn Harvey,40,571,2451,4.3,20,0
Isaih Pacheco,43,563,2449,4.3,18,0
Cierre Wood,37,450,2447,5.4,16,0
Cade Carney,42,565,2446,4.3,21,0
Ken Simonton,22,505,2445,4.8,26,0
Dwight Dasher,40,531,2442,4.6,24,0
Dahrran Diedrick,32,445,2442,5.5,24,0
Cecil Sapp,25,498,2442,4.9,27,0
Mike Davis,37,454,2440,5.4,22,1
Amir Pinnix,34,462,2439,5.3,18,0
Kenny Irons,36,520,2438,4.7,18,1
La Ramsby,48,536,2435,4.5,39,0
Joe Igber,29,530,2430,4.6,14,0
Jerod Void,47,569,2429,4.3,36,0
Brian Robinson Jr.,53,496,2425,4.9,29,0
Latavius Murray,42,453,2424,5.4,37,1
Terrence Jackson,35,563,2420,4.3,24,0
Greg Howell,39,462,2419,5.2,22,0
Darius Anderson,43,430,2418,5.6,18,0
Ish Witter,49,503,2418,4.8,14,0
Donald Buckram,39,450,2417,5.4,21,0
Kevin Galbreath,24,536,2417,4.5,13,0
Morgan Williams,48,458,2412,5.3,19,0
Earnest Graham,34,486,2411,5.0,28,0
Davin Meggett,50,485,2411,5.0,18,0
Justin Thomas,48,504,2409,4.8,22,0
Ennis Haywood,21,488,2406,4.9,22,0
Eddie Lacy,34,355,2402,6.8,30,1
Da'Rel Scott,41,430,2401,5.6,17,0
Jerry Seymour,20,467,2401,5.1,13,0
Keola Antolin,49,500,2398,4.8,26,0
Marlon Lucky,48,514,2397,4.7,22,0
Bryson Sumlin,45,495,2396,4.8,28,0
Jehuu Caulcrick,44,532,2395,4.5,39,0
B.J. Mitchell,40,481,2395,5.0,25,0
Alvin Pearman,46,500,2394,4.8,19,1
Alex Gillett,44,506,2393,4.7,14,0
Ronnie McGill,38,529,2393,4.5,24,0
Montario Hardesty,48,560,2391,4.3,26,1
Jarveon Williams,43,474,2390,5.0,19,0
Lorenzo Booker,48,497,2389,4.8,15,1
Sultan McCullough,31,521,2387,4.6,19,0
Brandon Hayes,33,515,2385,4.6,16,0
Philip Reed,35,541,2384,4.4,21,0
Rich Alexis,40,583,2383,4.1,28,0
Graig Cooper,46,465,2383,5.1,13,0
Pooka Williams,26,415,2382,5.7,12,0
Greg Ward Jr.,49,557,2381,4.3,39,0
Devon Johnson,40,305,2373,7.8,25,0
Don Jackson,35,527,2368,4.5,19,0
Darnell Woolfolk,36,487,2368,4.9,37,0
Luke Clemens,41,561,2367,4.2,29,0
Brandon Radcliff,45,438,2365,5.4,26,0
Bronson Hill,39,421,2362,5.6,11,0
Reggie Corbin,43,375,2361,6.3,18,0
Adonis Thomas,30,382,2360,6.2,21,0
Wendell Mathis,30,412,2358,5.7,27,0
D.J. Foster,53,444,2355,5.3,18,0
Javian Hawkins,23,399,2355,5.9,16,0
Leon Allen,34,427,2353,5.5,22,0
